player name,matches played,bat innings,bat runs,highest score,bat avg,bat sr,50s,100s,recent scores,bowl innings,overs,wickets,bowl avg,econ,bowl sr,recent bowling,role
Marcus Williams,26,17,339,63,31.01,108.62,3,0,"33, 47, 9, 0, 5",4,1.5,1,38.2,6.59,25.62,,batter
Arjun Iyer,292,212,2833,126,23.09,162.47,15,5,"37, 35, 37, 20, 17",201,605.4,197,27.82,8.4,24.26,"2/30, 0/24, 0/20, 0/22, 0/26",allrounder
Farhan Jones,257,166,660,127,4.54,155.87,28,1,"6, 4, 7, 5, 6",17,31.1,6,24.75,10.13,22.96,,batter
Suraj Costa,8,5,225,37,13.68,57.37,0,0,"2, 6, 21, 8, 21",8,7.3,8,33.73,7.99,23.47,"1/23, 1/14, 1/26, 0/23, 0/16",bowler
Ayaan Garcia,113,97,1897,109,25.24,151.74,9,4,"8, 14, 37, 15, 0",0,0,0,0,0,0,,batter
Rafael Garcia,253,188,5650,101,23.52,147.33,42,5,"15, 42, 2, 0, 58",121,280,162,13.29,8.09,7.95,"1/22, 1/29, 4/26, 4/22, 0/17",allrounder
Anil Lee,180,137,284,30,9.2,94.88,0,0,"4, 9, 22, 16, 11",180,461.4,192,22.59,8.8,22.62,"3/23, 0/17, 0/21, 2/19, 3/24",bowler
Rafael Verma,207,135,893,25,20.44,142.68,2,0,"22, 15, 2, 29, 24",207,427.1,228,19.37,7.5,11.08,"1/8, 1/24, 1/20, 0/15, 1/21",bowler
Takumi Tanaka,303,210,2789,90,23.53,60.97,37,0,"6, 19, 4, 15, 27",22,31.5,4,23.33,10.12,21.73,,batter
Santiago Lee,127,85,610,13,26.97,181.3,0,1,"21, 8, 28, 14, 4",127,188.5,121,19.8,6.32,17.04,"1/21, 3/20, 2/19, 2/19, 0/10",bowler
Zhang Deshmukh,56,37,589,97,17.81,151.8,7,0,"5, 19, 23, 12, 8",0,0,0,0,0,0,,batter
Diego Mehta,214,169,4514,105,44.25,132.8,12,8,"9, 43, 12, 9, 2",128,318,115,11.94,3.48,8.15,"1/28, 4/20, 1/24, 3/22, 2/20",allrounder
George Ali,14,9,270,66,42.22,130.38,2,0,"53, 0, 27, 21, 45",0,0,0,0,0,0,,batter
Mateo Khan,28,22,422,130,24.56,131.5,3,1,"22, 0, 18, 25, 34",26,24.4,4,26.09,7.15,12.38,,batter
Chinedu Iyer,78,48,663,105,15.93,131.22,7,2,"16, 3, 15, 0, 29",25,26.2,2,29.01,5.48,24.63,,batter
Ahmed Nguyen,216,139,1367,28,31.47,113.58,3,0,"22, 12, 13, 19, 14",216,770.1,213,27.26,6.96,26.76,"2/16, 2/29, 0/17, 1/25, 0/20",bowler
Ayaan Okoro,154,105,38,21,21.45,78.09,0,0,"15, 22, 12, 16, 22",154,377.2,134,26.93,7.4,17.49,"1/18, 2/17, 0/22, 2/22, 0/24",bowler
Rohan Mensah,14,11,75,56,13.15,99.13,1,0,"14, 5, 9, 0, 0",10,31.4,5,25.34,5.47,25.22,,batter
Hiroshi Baker,187,150,874,28,46.01,116.44,3,0,"7, 20, 1, 4, 5",187,182.5,171,13.08,8.51,11.4,"0/27, 2/12, 0/20, 1/19, 1/28",bowler
Mateo Mensah,312,229,1514,25,29.3,127.48,3,0,"11, 17, 29, 21, 21",312,438.4,371,32.82,8.93,22.3,"2/13, 0/23, 0/27, 0/28, 0/21",bowler
Kofi Patel,7,5,708,17,22.52,139.1,2,1,"0, 29, 16, 29, 10",7,8.5,8,24.2,8.31,17.43,"3/21, 0/30, 2/9, 1/23, 3/26",bowler
Haruto Deshmukh,3,2,784,15,25.95,142.57,1,0,"9, 18, 13, 25, 9",3,9.5,3,15.39,7.2,35.13,"1/22, 0/19, 0/23, 2/21, 3/24",bowler
Victor Nguyen,111,67,888,23,27.46,110.59,1,0,"14, 27, 18, 3, 1",111,171.1,108,24.73,6.35,17.16,"1/30, 0/40, 2/11, 2/28, 1/30",bowler
Takumi Fernandez,238,167,972,15,21.13,126.31,1,0,"8, 9, 27, 10, 13",238,263.5,272,10.1,3.32,15.15,"0/8, 1/13, 0/21, 3/14, 1/17",bowler
Anil Brown,239,202,6376,122,48.63,123.32,37,7,"46, 17, 44, 2, 42",15,14.2,2,34.43,11.72,26.11,,batter
Ibrahim Watanabe,274,214,4913,117,28.75,111.73,18,3,"2, 1, 9, 32, 7",13,12,7,20.53,10.6,19.63,,batter
Kofi Deshmukh,294,206,4004,112,30.31,114.17,40,3,"34, 38, 49, 6, 9",159,423.1,226,29.13,7.35,16.02,"1/22, 1/20, 2/22, 3/16, 0/19",allrounder
Marcus Silva,227,198,1935,100,13.39,185.5,30,8,"19, 8, 19, 11, 18",120,260.3,152,33.56,11.69,18.86,"3/24, 1/25, 1/24, 3/33, 0/25",allrounder
Akash Baker,15,12,175,72,24.98,147.92,2,0,"1, 8, 6, 12, 6",0,0,0,0,0,0,,batter
Henry Diallo,192,130,3525,121,36.05,94.9,12,3,"60, 36, 31, 9, 25",20,13.2,5,23.47,6.1,19.94,,batter
Sunil Anderson,119,94,951,17,27.27,104.05,2,0,"6, 22, 14, 21, 18",119,242.4,123,23.41,10.06,20.67,"2/32, 0/23, 0/26, 2/28, 0/23",bowler
Liam Baker,28,22,1061,5,35.06,158.92,2,0,"21, 14, 29, 27, 23",28,37.5,27,37.83,6.96,20.31,"0/30, 1/45, 0/22, 0/34, 0/32",bowler
Kofi Johnson,202,146,5918,131,69.3,111.63,27,2,"88, 34, 103, 75, 15",15,27.2,6,13.47,6.6,28.06,,batter
Zhang Silva,39,28,241,123,13.01,119.76,4,1,"9, 12, 9, 8, 7",20,28.5,4,16.23,5.92,20.06,,batter
Omar Costa,273,192,1000,23,19.49,128.23,1,0,"7, 10, 28, 8, 14",273,751.2,325,17.32,6.2,18.89,"0/25, 1/21, 0/18, 1/15, 1/31",bowler
Pedro Garcia,231,181,1279,16,20.13,89.47,1,1,"0, 29, 0, 18, 2",231,316.3,226,21.69,6.63,20.98,"1/17, 0/17, 0/23, 3/16, 2/11",bowler
Akash Williams,86,63,1059,100,28.89,123.27,12,2,"28, 9, 9, 53, 29",0,0,0,0,0,0,,batter
Kwame Hassan,126,107,1575,109,24.63,128.86,24,2,"0, 14, 17, 23, 25",20,29.5,4,32.26,9.31,17.67,,batter
Rohan Silva,300,240,7632,110,29.18,127.97,15,7,"34, 0, 1, 8, 0",47,27.5,22,32.41,8.93,19.86,,batter
Takumi Deshmukh,25,16,21,12,6.96,114.46,0,0,"9, 7, 14, 9, 0",25,75.4,29,32.33,6.1,19.27,"1/27, 0/23, 0/35, 0/28, 0/33",bowler
Kofi Brown,145,115,758,130,9.35,126.84,10,1,"5, 4, 4, 11, 8",0,0,0,0,0,0,,batter
Anil Torres,13,9,309,59,47.17,133.86,1,0,"59, 28, 27, 5, 0",11,12.4,3,24.17,7.94,15.76,,batter
Lucas Taylor,212,165,953,12,23.24,163.29,3,0,"28, 17, 1, 18, 12",212,321.1,220,27.81,9.85,17.41,"3/29, 1/40, 1/39, 1/32, 1/37",bowler
Suraj Iyer,25,20,496,117,30.61,96.13,2,1,"60, 3, 9, 54, 2",11,16.5,9,27.45,10.07,16.7,,batter
Diego Kaur,68,46,194,16,17.33,91.59,0,0,"21, 0, 1, 28, 15",68,81.1,73,27.97,6.74,14.88,"2/35, 0/39, 1/30, 1/17, 0/16",bowler
Kwame Moretti,67,49,1193,115,26.3,109.89,5,1,"3, 50, 51, 39, 26",13,30.4,3,29,8.78,16.67,,batter
Suraj Chukwu,233,153,4663,101,40.76,132.61,19,6,"31, 41, 4, 41, 16",23,23.5,5,28.96,4.93,25.22,,batter
Marcus Chukwu,109,67,955,126,18.19,156.66,5,1,"25, 1, 6, 20, 29",22,15.4,2,25.54,8.78,15.14,,batter
Wei Kaur,146,104,1308,37,30.83,121.26,3,1,"14, 12, 15, 16, 20",146,327.5,153,29.5,8.25,23.41,"2/32, 1/21, 2/14, 1/17, 1/25",bowler
Victor Torres,111,79,2155,111,48.02,105.6,4,4,"48, 33, 106, 14, 11",57,139.2,63,17.64,6.48,20.44,"0/26, 1/14, 1/28, 0/6, 0/28",allrounder
Nikhil Ali,228,205,6371,100,36.61,129.3,46,7,"11, 31, 1, 39, 27",143,296.5,172,21.52,5.79,24.02,"1/13, 1/16, 1/17, 2/13, 1/26",allrounder
Sunil Jones,111,81,1349,112,19.03,131.79,13,2,"8, 30, 22, 24, 8",19,18.2,4,16.93,6.74,18.99,,batter
Suraj Kaur,34,24,381,30,10.01,145.77,0,0,"28, 28, 6, 23, 25",34,79.3,35,14.72,6.69,11.18,"3/26, 1/14, 4/6, 2/18, 2/12",bowler
Moses Dlamini,111,86,1250,121,19.15,151.21,17,1,"12, 15, 25, 9, 8",15,17.3,1,18.26,7.94,22.2,,batter
Pedro Tanaka,264,165,5528,123,41.7,162.56,25,8,"2, 61, 29, 45, 13",14,21.3,9,28.36,8.5,23.79,,batter
Mateo Mehta,236,210,2854,119,21.11,176.12,31,1,"27, 27, 24, 1, 27",141,288.5,206,8.06,5.37,11.46,"0/9, 1/22, 3/6, 1/21, 3/8",allrounder
Noah Hassan,83,66,801,115,12.37,138.46,5,1,"19, 15, 18, 4, 16",29,32.1,8,24.31,9.95,15.12,,batter
Ibrahim Chukwu,42,35,693,126,29.6,95.68,4,1,"49, 4, 6, 44, 13",18,52.4,7,50.9,11.36,34.1,,batter
Nikhil Reddy,101,66,795,115,21.06,140.95,6,2,"12, 27, 14, 21, 7",27,47.5,3,46.92,6.31,35.96,,batter
Lucas Dlamini,6,4,53,33,17.05,108.24,0,0,"8, 19, 13, 33, 6",12,19.1,5,24.82,6.89,24.39,,batter
Ayaan Kumar,180,131,2323,126,25.24,95.55,16,1,"34, 4, 13, 4, 17",0,0,0,0,0,0,,batter
Sunil Reddy,282,239,708,32,18.56,139.7,3,0,"16, 6, 12, 4, 25",282,835.2,255,12.66,7.21,13.12,"1/16, 3/20, 0/31, 2/23, 2/22",bowler
Yusuf Tanaka,320,192,701,9,23.78,113.43,1,0,"16, 2, 6, 25, 16",320,433.5,344,16.95,7.18,18.54,"0/16, 1/12, 0/21, 1/23, 2/23",bowler
Noah Lee,226,156,4980,111,41.61,146.77,11,7,"45, 45, 8, 7, 12",113,218.5,114,16.54,8.46,13.26,"1/27, 1/19, 0/25, 2/19, 1/28",allrounder
Yusuf Taylor,315,282,6676,100,29.66,109.07,20,2,"6, 3, 0, 13, 47",129,283.3,165,18.43,5.3,16.67,"1/11, 0/20, 0/16, 4/13, 1/13",allrounder
Carlos Garcia,229,170,3579,118,25.96,159.33,15,6,"28, 35, 37, 15, 0",22,13.5,2,19.64,5.75,21.88,,batter
Akash Patel,289,207,2599,116,19.48,185.61,52,8,"10, 6, 23, 9, 11",26,28.1,7,42.47,10.07,25.61,,batter
Ahmed Anderson,150,95,2223,118,22.54,103.74,5,4,"36, 22, 7, 37, 28",0,0,0,0,0,0,,batter
Nikhil Mendes,277,247,452,12,20.84,185.55,3,0,"6, 20, 0, 16, 29",277,206.4,300,22.7,5.24,24.54,"0/18, 0/6, 0/8, 1/14, 1/14",bowler
Noah Williams,198,120,3580,123,32.7,86.71,9,2,"34, 46, 45, 70, 51",0,0,0,0,0,0,,batter
Rajiv Brown,70,57,302,29,8.2,105.75,0,0,"16, 10, 24, 26, 28",70,82.4,78,19.84,6.75,22.9,"1/18, 1/8, 1/21, 0/26, 1/4",bowler
Sunil Tanaka,112,93,356,31,16.19,101.05,0,0,"2, 14, 28, 20, 10",112,177.3,108,26.16,5.7,16.64,"0/15, 2/19, 1/21, 0/22, 0/12",bowler
Noah Nguyen,4,3,83,27,11.85,105.61,0,0,"25, 27, 15, 24, 21",4,5.5,4,24.26,8.76,21.69,"2/30, 1/23, 0/15, 0/26, 0/27",bowler
Carlos Torres,350,281,760,34,17.05,99.69,0,0,"27, 8, 23, 23, 0",350,505.5,377,26.13,6.75,18.3,"1/13, 2/17, 3/18, 2/22, 0/35",bowler
Suraj Sharma,331,208,3607,129,28.29,161.22,10,7,"30, 25, 1, 1, 0",10,24.4,8,35.69,7.96,14.72,,batter
Liam Khan,318,215,6377,125,36.25,169.19,49,9,"7, 58, 31, 66, 6",203,508.5,237,15.01,4.96,16.23,"1/11, 0/8, 0/18, 3/17, 1/21",allrounder
Rohan Taylor,350,293,1041,27,27.47,155.5,3,0,"28, 24, 21, 15, 8",350,896.5,405,21.96,6.54,23.4,"3/15, 1/17, 0/17, 1/15, 0/18",bowler
Sunil Ali,95,82,3140,109,34.74,137.78,8,4,"4, 8, 44, 62, 81",15,10.1,4,28.54,5.32,22.06,,batter
Emmanuel Diallo,152,119,1634,114,21.27,101.97,24,2,"11, 8, 33, 5, 19",86,189.3,131,13.56,8.58,9.56,"1/31, 4/35, 2/16, 3/33, 5/17",allrounder
Daniel Adeyemi,311,234,1006,24,30.46,139.24,1,0,"18, 11, 18, 21, 8",311,739.3,302,26.09,8.43,17.36,"3/17, 1/19, 1/22, 0/33, 0/20",bowler
Kwame Kaur,137,89,2875,101,49.24,160.63,13,2,"63, 13, 48, 36, 50",56,95.3,103,43.9,10.39,19.45,"2/20, 1/27, 2/36, 1/35, 0/23",allrounder
Sunil Okoro,247,153,256,22,10.34,74.64,0,0,"6, 13, 28, 18, 18",247,235.1,296,18.67,8.59,18.2,"1/22, 2/10, 0/15, 2/28, 2/20",bowler
Rafael Jones,243,154,57,22,12.06,87.44,0,0,"1, 8, 12, 14, 2",243,603.4,280,10.6,3.14,9.67,"1/15, 2/24, 2/14, 1/11, 1/22",bowler
Henry Anderson,31,21,398,117,19.54,105.51,4,1,"19, 3, 8, 8, 37",11,30.2,7,27.6,7.78,23.79,,batter
Julian Dlamini,40,28,499,101,27.03,104.17,6,1,"0, 15, 7, 19, 20",25,30.1,6,23.91,10.84,17.75,,batter
Takumi Diallo,229,164,808,6,29.15,157.24,3,0,"10, 20, 13, 29, 24",229,736.4,189,36.89,7.25,21.45,"0/24, 0/27, 1/22, 0/29, 0/30",bowler
Pedro Deshmukh,36,25,14,8,11.07,109.73,0,0,"7, 17, 18, 15, 1",36,74.2,40,21.64,6.08,17.13,"0/19, 1/10, 1/17, 3/24, 2/16",bowler
Farhan Garcia,223,150,1889,124,21.42,81.2,35,6,"1, 2, 5, 28, 10",43,126.5,23,42.83,9.27,34.54,,batter
Noah Garcia,6,5,108,60,37.18,178.01,1,0,"8, 57, 26, 50, 0",0,0,0,0,0,0,,batter
Henry Garcia,322,273,6993,115,48.91,115.06,28,1,"25, 41, 4, 43, 45",221,656.5,207,33.58,8.52,20.55,"1/30, 1/33, 0/23, 1/30, 0/14",allrounder
Mateo Anderson,220,150,5525,128,37.86,141.01,23,1,"7, 5, 88, 66, 2",141,334.5,165,37.59,12.18,18.11,"0/14, 1/19, 0/34, 0/32, 2/13",allrounder
Akash Kaur,75,66,878,34,17.7,133.26,2,1,"7, 21, 5, 11, 14",75,110.5,70,22.94,7.49,17.94,"2/17, 0/22, 1/29, 2/21, 0/14",bowler
Moses Khan,4,3,73,78,34.21,119.28,1,0,"37, 0, 21, 27, 39",19,18.5,5,30.79,9.77,24.73,,batter
Ayaan Baker,335,217,5738,101,30.1,84.16,45,6,"2, 32, 50, 8, 30",10,33.3,7,20.34,6.62,21.91,,batter
Nikhil Johnson,134,112,2073,123,17.75,114.14,14,5,"33, 0, 7, 15, 13",12,43.5,7,24.48,9.47,21.97,,batter
Ethan Smith,118,91,2050,126,45.53,116.84,12,2,"49, 20, 7, 22, 49",74,128,77,10.98,3.08,13.41,"5/17, 3/23, 0/13, 1/14, 2/6",allrounder
Diego Kumar,94,72,1201,123,22.15,107.31,15,2,"29, 0, 8, 16, 7",21,40.4,4,28.66,11.89,29.02,,batter
Nikhil Smith,62,44,162,37,8.41,108.44,0,0,"24, 7, 3, 14, 27",62,78.5,70,40.33,7.31,30.8,"0/23, 0/16, 0/28, 0/15, 0/19",bowler
Ahmed Reddy,194,146,1736,125,11.91,100.75,9,2,"7, 7, 16, 0, 4",20,35.1,3,45.02,6.56,21.38,,batter
Wei Mensah,335,241,319,22,14.43,128.06,0,0,"19, 24, 16, 12, 17",335,386.5,340,23.35,3.64,22.55,"0/17, 0/11, 0/10, 0/18, 0/14",bowler
Henry Lee,203,155,834,23,22.45,114.17,3,0,"1, 12, 12, 21, 14",203,802.4,227,16.61,3.85,16.12,"1/14, 0/11, 0/23, 0/13, 0/23",bowler
Kwame Baker,26,20,612,129,49.85,180.06,1,1,"55, 36, 44, 38, 2",11,24.5,18,35.12,10.97,26.39,"1/40, 0/25, 0/30, 0/26, 0/26",allrounder
Kwame Deshmukh,173,139,2839,111,24.64,148.99,17,2,"6, 32, 42, 26, 38",23,28,4,25.95,7.87,22.84,,batter
Ibrahim Fernandez,300,228,2467,130,19.23,165.46,34,6,"11, 15, 21, 4, 14",0,0,0,0,0,0,,batter
Chinedu Mensah,133,109,3008,69,45.16,150.64,16,0,"44, 7, 53, 2, 12",14,11.4,6,28.41,7.28,30.39,,batter
Carlos Iyer,326,209,3351,119,22.59,101.48,11,8,"1, 6, 3, 38, 4",205,654.1,286,26.87,7.43,21.64,"1/28, 0/24, 1/26, 0/16, 0/38",allrounder
Rafael Sharma,118,78,505,100,9.98,140.58,12,1,"4, 9, 8, 10, 15",77,150,99,26.4,7.22,15.47,"1/29, 0/14, 0/25, 3/26, 0/26",allrounder
Rajiv Baker,324,274,279,32,17.55,80.31,0,0,"19, 28, 26, 9, 28",324,1019.1,365,26.94,7.08,24.93,"1/28, 2/15, 0/24, 0/16, 0/24",bowler
Nikhil Yamamoto,275,192,926,24,30.97,127.69,2,0,"2, 18, 2, 21, 13",275,364.3,293,21.17,7.04,18.67,"0/12, 2/16, 0/21, 1/10, 1/28",bowler
Takumi Khan,212,129,1117,37,28.62,140.06,0,0,"7, 26, 22, 29, 3",212,263.3,211,24.54,8.69,21.4,"1/15, 0/28, 2/22, 1/34, 2/17",bowler
Rajiv Kumar,225,145,3275,120,34.96,147.59,18,5,"38, 41, 23, 17, 68",13,16.5,4,16.83,7.47,23.5,,batter
Yusuf Watanabe,20,13,212,51,32.99,98.03,2,0,"28, 12, 35, 35, 34",10,18.4,14,23.17,11.72,18.33,"1/41, 4/29, 1/28, 0/35, 3/40",allrounder
Yusuf Kaur,113,100,1420,16,26,147.11,3,1,"26, 27, 19, 10, 25",113,244.4,103,26.28,8.51,30.16,"2/16, 2/6, 0/30, 0/21, 0/31",bowler
Omar Adeyemi,140,108,2285,130,31.75,86.59,20,5,"5, 12, 37, 9, 26",26,37.2,4,22.63,7.03,18.48,,batter
Sunil Mehta,47,41,930,19,26.44,176.33,0,0,"10, 26, 29, 10, 1",47,51.2,50,39.25,6,26.35,"0/19, 0/20, 0/8, 1/18, 0/25",bowler
Anil Diallo,1,1,31,64,29.39,135.36,1,0,"40, 7, 26, 24, 61",18,19.2,2,33.49,8.28,14.37,,batter
Carlos Tanaka,90,67,859,119,22.69,178.08,13,2,"19, 31, 36, 27, 11",20,29,5,15.99,9,25.93,,batter
Noah Deshmukh,142,99,768,6,26.47,122.48,0,1,"29, 16, 8, 27, 27",142,631.1,140,43.1,9.41,35.55,"1/35, 0/33, 0/18, 0/31, 0/28",bowler
Akash Smith,320,250,4126,111,30.29,144.74,33,10,"57, 28, 40, 33, 27",55,123.4,20,26.09,8.81,27.9,,batter
Wei Watanabe,38,24,1029,33,38.14,139.15,3,1,"1, 28, 23, 14, 15",38,43.4,36,33.17,9.22,15.72,"1/29, 1/24, 0/25, 1/15, 0/30",bowler
Akash Iyer,293,255,5086,115,25.91,104.32,22,6,"23, 23, 19, 13, 23",17,33.4,2,29.26,7.85,17.87,,batter
Kofi Okoro,139,118,2519,103,23.58,119.14,6,3,"0, 6, 30, 4, 24",0,0,0,0,0,0,,batter
Henry Khan,333,232,4597,104,25.54,141.25,16,2,"22, 40, 29, 7, 30",28,24.5,15,42.87,8.5,22.94,,batter
Victor Iyer,259,229,5912,101,35.19,108.91,37,4,"37, 7, 9, 57, 21",0,0,0,0,0,0,,batter
Rohan Iyer,161,136,855,14,19.46,152.76,3,0,"24, 3, 7, 8, 25",161,468.5,168,8.03,4.16,13.97,"0/23, 3/18, 1/6, 2/17, 1/16",bowler
Kwame Diallo,178,142,2668,124,24.69,127.42,15,6,"18, 2, 0, 31, 12",0,0,0,0,0,0,,batter
Ethan Nguyen,10,6,616,6,31.47,142.72,2,0,"25, 4, 15, 12, 29",10,16.2,10,37.91,7.83,31.87,"0/39, 0/29, 2/29, 3/29, 1/22",bowler
Hiroshi Mendes,261,194,92,15,7.96,104.2,0,0,"6, 25, 19, 16, 2",261,263.5,260,24.05,7.95,16.98,"1/29, 2/18, 2/22, 0/16, 0/17",bowler
Arjun Nguyen,138,104,1270,17,27.29,190.05,3,0,"4, 18, 11, 28, 26",138,103,134,17.86,5.45,18.16,"0/15, 0/18, 0/9, 0/22, 2/17",bowler
Sunil Lopez,172,115,1669,111,31.64,107.79,7,1,"31, 18, 31, 13, 24",79,189.3,129,19.66,7.64,22.45,"0/20, 0/25, 2/24, 0/19, 1/33",allrounder
Akash Reddy,13,8,672,14,40.4,133.99,1,0,"6, 27, 8, 27, 5",13,12.3,14,25.42,9.52,28.53,"1/20, 0/28, 3/12, 1/20, 1/27",bowler
Ahmed Moretti,168,140,5003,106,42.8,99.15,26,7,"36, 9, 38, 64, 64",18,36.2,5,28.19,7.42,15.76,,batter
Takumi Costa,130,83,626,130,9.46,124.38,21,4,"8, 8, 8, 10, 12",0,0,0,0,0,0,,batter
Carlos Dlamini,84,65,1350,100,34.42,175.42,15,3,"35, 4, 27, 0, 33",16,33.5,1,30.43,7.66,17.08,,batter
Carlos Singh,321,283,713,18,22.59,75.16,3,0,"28, 25, 16, 15, 22",321,806.3,373,35.97,7.68,25.59,"1/24, 2/22, 1/20, 0/32, 0/7",bowler
Yusuf Iyer,319,275,905,114,5.46,132.72,42,11,"5, 0, 6, 0, 2",0,0,0,0,0,0,,batter
Noah Silva,101,69,850,22,19.47,133.5,2,0,"2, 20, 25, 3, 9",101,80.4,93,22.59,6.99,19.03,"1/22, 1/12, 2/7, 0/25, 0/22",bowler
Henry Brown,329,281,729,13,33.86,148.98,0,1,"4, 20, 21, 29, 9",329,702.1,332,26.57,8.76,16.82,"1/21, 1/29, 2/32, 0/24, 0/29",bowler
Mateo Jones,273,164,3239,105,39.42,153.6,38,6,"42, 33, 15, 49, 31",20,14.2,3,21.85,7.56,20.39,,batter
Marcus Reddy,265,160,768,32,30.29,150.93,1,1,"11, 9, 28, 12, 10",265,305.4,287,44.74,9.71,18.88,"2/35, 0/19, 0/20, 0/21, 2/33",bowler
Emmanuel Singh,38,30,775,76,41.29,140.32,7,0,"5, 38, 48, 6, 55",21,32.2,2,39.63,8.89,42.23,,batter
Takumi Lopez,94,67,1423,124,33.01,111.59,8,2,"40, 33, 47, 45, 6",0,0,0,0,0,0,,batter
Julian Johnson,95,68,714,7,29.86,160.88,0,1,"21, 15, 7, 7, 26",95,287.1,82,31.79,7.83,21.65,"0/15, 1/21, 1/39, 0/29, 0/20",bowler
Wei Fernandez,305,235,1516,24,19.33,118.71,3,0,"24, 7, 12, 26, 1",305,338.2,355,20.17,6.98,16.59,"2/31, 1/35, 1/24, 1/31, 0/27",bowler
Kwame Singh,69,45,348,10,20.47,101.93,0,0,"29, 29, 11, 9, 11",69,95.2,57,28.49,6.59,26.33,"1/11, 0/27, 0/32, 0/11, 2/30",bowler
Ahmed Torres,318,211,1309,31,22.72,136.54,1,0,"10, 14, 15, 16, 25",318,510.2,301,29.73,10.66,17.61,"2/34, 1/29, 3/35, 1/42, 0/24",bowler
Noah Mehta,236,176,7024,122,49.88,146.53,25,1,"15, 67, 4, 33, 43",0,0,0,0,0,0,,batter
Ahmed Tanaka,334,276,8936,111,53.89,101.94,60,1,"33, 3, 56, 24, 51",189,523.4,231,13.39,4.94,16.08,"1/18, 1/22, 2/14, 0/14, 0/6",allrounder
Ayaan Adeyemi,137,108,1060,6,29.14,141.56,1,0,"1, 17, 11, 18, 25",137,272,149,31.34,11.15,18.01,"1/23, 4/30, 0/25, 0/26, 0/27",bowler
Lucas Moretti,76,52,315,33,10.06,132.93,0,0,"22, 17, 29, 16, 29",76,227,81,14.84,4.64,11.18,"0/17, 2/11, 0/15, 2/15, 0/12",bowler
Akash Costa,35,26,353,130,15.17,136.52,5,1,"8, 6, 12, 21, 17",29,10.4,6,33.29,9.54,21.36,,batter
Anil Deshmukh,1,1,1530,7,29.71,132.17,1,0,"5, 24, 14, 2, 5",1,2,1,28.27,8,21.12,"0/26, 0/15, 0/13, 0/16, 1/22",bowler
Julian Lee,296,184,4540,115,36.38,154.44,40,9,"14, 31, 26, 34, 39",15,16,4,19.16,7.69,24.05,,batter
Farhan Watanabe,320,267,6605,111,37.97,149.86,42,9,"43, 25, 15, 35, 5",14,20.1,4,24.57,6.73,18.91,,batter
Sunil Deshmukh,60,41,1156,57,33.57,88.02,9,0,"4, 3, 44, 6, 0",26,69.5,43,23.49,7.18,25.12,"2/31, 0/15, 0/27, 0/26, 1/14",allrounder
Nikhil Garcia,320,209,7214,110,40.43,106.97,32,1,"49, 52, 39, 45, 52",21,25.3,8,24.11,7.99,20.28,,batter
Wei Deshmukh,349,282,8099,106,36.66,136.99,18,12,"6, 0, 4, 44, 24",185,405.5,218,8.72,5.3,12.23,"1/16, 0/14, 3/5, 1/14, 1/8",allrounder
Rajiv Ali,328,258,1580,20,38.4,137.46,0,0,"2, 29, 28, 0, 29",328,598.3,349,32.13,9.88,19.82,"1/24, 1/25, 0/21, 1/6, 1/22",bowler
